# 2025.10.10 [*] created by TopoDroid v 6.3.52
# name: Laci-zsomboly
# date: 2022.01.29
# team: 
# declination: undefined
# units: tape meter compass clino degree
# from, to, tape, compass, clino, extend, flags, comment
56@Laci-zsomboly,-,6.35,236.4,-5.8,,,""
56@Laci-zsomboly,-,4.55,241.1,-8.2,,,""
56@Laci-zsomboly,-,4.43,252.3,-18.5,,,""
56@Laci-zsomboly,-,4.09,285.2,-31.2,,,""
56@Laci-zsomboly,-,4.88,296.4,-26.6,,,""
56@Laci-zsomboly,-,5.04,305.9,-27.0,,,""
56@Laci-zsomboly,-,4.87,314.6,-26.7,,,""
56@Laci-zsomboly,-,5.63,321.8,-22.1,,,""
56@Laci-zsomboly,-,6.09,332.2,-15.4,,,""
56@Laci-zsomboly,-,6.35,338.7,-9.8,,,""
56@Laci-zsomboly,-,7.02,343.0,-6.1,,,""
56@Laci-zsomboly,-,7.17,351.3,-5.0,,,""
56@Laci-zsomboly,-,5.91,352.8,2.3,,,""
56@Laci-zsomboly,-,0.59,40.8,83.3,,,""
56@Laci-zsomboly,-,1.24,299.0,80.8,,,""
56@Laci-zsomboly,-,3.06,274.6,68.6,,,""
56@Laci-zsomboly,-,3.17,271.8,57.5,,,""
56@Laci-zsomboly,-,2.77,283.1,43.6,,,""
56@Laci-zsomboly,-,2.39,279.9,30.4,,,""
56@Laci-zsomboly,-,2.35,278.6,16.0,,,""
56@Laci-zsomboly,-,2.64,277.7,6.5,,,""
56@Laci-zsomboly,-,3.23,278.2,-0.9,,,""
56@Laci-zsomboly,-,3.26,278.0,-7.8,,,""
56@Laci-zsomboly,-,3.25,278.6,-19.0,,,""
56@Laci-zsomboly,-,3.74,279.5,-30.3,,,""
56@Laci-zsomboly,-,2.04,278.0,-40.6,,,""
56@Laci-zsomboly,-,1.49,275.2,-53.0,,,""
56@Laci-zsomboly,-,1.33,266.6,-66.9,,,""
56@Laci-zsomboly,-,1.34,206.0,-82.1,,,""
56@Laci-zsomboly,57@Laci-zsomboly,7.27,352.7,-6.0,1,,"átbújásnál jobb fal"
57@Laci-zsomboly,-,1.69,233.9,-14.6,,,""
57@Laci-zsomboly,-,2.15,216.2,-12.7,,,""
57@Laci-zsomboly,-,4.06,213.7,-17.9,,,""
57@Laci-zsomboly,-,4.62,205.7,-15.5,,,""
57@Laci-zsomboly,-,6.59,201.2,-12.5,,,""
57@Laci-zsomboly,-,7.28,197.0,-11.9,,,""
57@Laci-zsomboly,-,5.37,164.0,-7.0,,,""
57@Laci-zsomboly,-,5.25,155.1,-7.0,,,""
57@Laci-zsomboly,-,5.20,143.6,-6.1,,,""
57@Laci-zsomboly,-,4.49,125.1,-8.8,,,""
57@Laci-zsomboly,-,4.09,111.6,-5.9,,,""
57@Laci-zsomboly,-,3.19,102.6,-9.5,,,""
57@Laci-zsomboly,-,1.92,94.0,-8.5,,,""
57@Laci-zsomboly,-,2.53,91.9,10.1,,,""
57@Laci-zsomboly,-,2.90,81.7,10.3,,,""
57@Laci-zsomboly,-,3.31,72.2,16.4,,,""
57@Laci-zsomboly,-,4.34,70.1,28.1,,,""
57@Laci-zsomboly,-,4.60,57.1,29.9,,,""
57@Laci-zsomboly,-,6.25,56.7,31.0,,,""
57@Laci-zsomboly,-,6.63,50.0,31.9,,,""
57@Laci-zsomboly,-,6.87,41.2,32.1,,,""
57@Laci-zsomboly,-,7.15,31.3,34.9,,,""
57@Laci-zsomboly,-,8.26,23.9,35.0,,,""
57@Laci-zsomboly,-,7.28,16.9,36.8,,,""
57@Laci-zsomboly,-,3.92,124.0,65.3,,,""
57@Laci-zsomboly,-,6.36,130.3,65.9,,,""
57@Laci-zsomboly,-,3.43,129.5,68.5,,,""
57@Laci-zsomboly,-,6.40,136.8,60.6,,,""
57@Laci-zsomboly,-,2.77,128.6,50.4,,,""
57@Laci-zsomboly,-,0.52,274.9,-37.3,,,""
57@Laci-zsomboly,-,0.39,299.9,2.9,,,""
57@Laci-zsomboly,-,1.68,331.4,8.8,,,""
57@Laci-zsomboly,-,2.54,322.6,7.9,,,""
57@Laci-zsomboly,-,2.86,315.6,4.9,,,""
57@Laci-zsomboly,-,2.64,305.7,2.2,,,""
57@Laci-zsomboly,-,2.52,300.7,4.3,,,""
57@Laci-zsomboly,-,1.21,313.1,53.9,,,""
57@Laci-zsomboly,-,2.36,330.1,54.1,,,""
57@Laci-zsomboly,-,2.61,339.0,50.0,,,""
57@Laci-zsomboly,-,3.12,346.6,50.3,,,""
57@Laci-zsomboly,-,3.04,354.8,48.9,,,""
57@Laci-zsomboly,-,3.13,0.4,48.8,,,""
57@Laci-zsomboly,-,4.39,1.7,46.8,,,""
57@Laci-zsomboly,-,2.02,130.3,84.0,,,""
57@Laci-zsomboly,-,3.48,102.7,78.4,,,""
57@Laci-zsomboly,-,4.22,100.1,69.5,,,""
57@Laci-zsomboly,-,5.24,102.6,67.3,,,""
57@Laci-zsomboly,-,5.04,99.2,61.6,,,""
57@Laci-zsomboly,-,4.28,97.6,49.5,,,""
57@Laci-zsomboly,-,4.29,352.6,30.0,,,""
57@Laci-zsomboly,-,5.98,355.7,31.2,,,""
57@Laci-zsomboly,-,6.38,2.5,35.2,,,""
57@Laci-zsomboly,-,6.68,10.1,39.3,,,""
57@Laci-zsomboly,-,7.86,19.0,35.8,,,""
57@Laci-zsomboly,58@Laci-zsomboly,6.26,2.1,31.2,1,,"kis járat elágazás a bal fal"
58@Laci-zsomboly,-,1.90,56.9,26.7,,,""
58@Laci-zsomboly,-,3.03,97.5,33.5,,,""
58@Laci-zsomboly,-,2.03,125.3,40.5,,,""
58@Laci-zsomboly,-,5.75,150.9,21.7,,,""
58@Laci-zsomboly,-,4.41,138.6,3.7,,,""
58@Laci-zsomboly,-,5.39,132.5,11.2,,,""
58@Laci-zsomboly,-,3.44,178.6,5.3,,,""
58@Laci-zsomboly,-,6.34,163.9,7.8,,,""
58@Laci-zsomboly,-,1.74,191.7,12.6,,,""
58@Laci-zsomboly,-,1.55,221.5,-21.6,,,""
58@Laci-zsomboly,-,1.60,230.4,-46.1,,,""
58@Laci-zsomboly,-,2.27,159.0,-34.6,,,""
58@Laci-zsomboly,-,1.42,127.8,-22.2,,,""
58@Laci-zsomboly,-,4.64,128.4,-12.1,,,""
58@Laci-zsomboly,-,1.20,112.1,-14.4,,,""
58@Laci-zsomboly,59@Laci-zsomboly,1.36,234.3,0.2,1,,"kis járat bal plafon"
59@Laci-zsomboly,-,0.26,15.3,-4.7,,,""
59@Laci-zsomboly,-,0.20,20.7,52.6,,,""
59@Laci-zsomboly,-,0.54,17.6,-37.3,,,""
59@Laci-zsomboly,-,0.68,32.9,-41.3,,,""
59@Laci-zsomboly,-,1.08,21.4,-79.8,,,""
59@Laci-zsomboly,-,0.82,192.3,-71.4,,,""
59@Laci-zsomboly,-,5.30,101.3,-4.8,,,""
59@Laci-zsomboly,-,5.86,127.6,-12.4,,,""
59@Laci-zsomboly,-,0.90,298.2,-15.7,,,""
59@Laci-zsomboly,-,1.48,318.4,-46.2,,,""
59@Laci-zsomboly,-,0.50,349.2,-41.5,,,""
59@Laci-zsomboly,60@Laci-zsomboly,1.18,307.8,-40.2,1,,"kis járat bal fal"
60@Laci-zsomboly,-,0.41,54.3,-50.0,,,""
60@Laci-zsomboly,-,0.39,61.6,2.9,,,""
60@Laci-zsomboly,-,0.59,57.6,46.2,,,""
60@Laci-zsomboly,-,0.76,40.1,77.8,,,""
60@Laci-zsomboly,-,0.38,250.2,66.6,,,""
60@Laci-zsomboly,-,0.79,157.8,15.4,,,""
60@Laci-zsomboly,-,0.96,137.7,52.8,,,""
60@Laci-zsomboly,-,2.32,351.1,-19.1,,,""
60@Laci-zsomboly,-,3.05,347.7,-20.6,,,""
60@Laci-zsomboly,61@Laci-zsomboly,4.03,346.9,-20.9,1,,"kis terem cseppkő vp"
61@Laci-zsomboly,-,0.92,287.1,24.4,,,""
61@Laci-zsomboly,-,1.26,274.3,22.0,,,""
61@Laci-zsomboly,-,0.96,257.1,16.6,,,""
61@Laci-zsomboly,-,1.17,239.3,6.9,,,""
61@Laci-zsomboly,-,1.12,220.9,9.9,,,""
61@Laci-zsomboly,-,1.24,208.7,16.4,,,""
61@Laci-zsomboly,-,1.41,192.7,28.2,,,""
61@Laci-zsomboly,-,1.59,183.5,30.2,,,""
61@Laci-zsomboly,-,1.61,176.8,31.7,,,""
61@Laci-zsomboly,-,0.23,117.7,27.1,,,""
61@Laci-zsomboly,-,0.30,60.7,-73.0,,,""
61@Laci-zsomboly,-,1.32,226.9,64.1,,,""
61@Laci-zsomboly,-,1.20,225.6,74.4,,,""
61@Laci-zsomboly,-,1.16,232.6,78.5,,,""
61@Laci-zsomboly,-,0.22,108.1,17.3,,,""
61@Laci-zsomboly,-,0.38,305.1,6.0,,,""
61@Laci-zsomboly,-,0.75,145.9,21.4,,,""
61@Laci-zsomboly,-,1.09,152.6,24.0,,,""
58@Laci-zsomboly,62@Laci-zsomboly,2.76,78.8,22.3,1,,"homokos felfelé jobb fal"
62@Laci-zsomboly,-,1.06,283.7,-2.1,,,""
62@Laci-zsomboly,-,1.52,318.3,16.0,,,""
62@Laci-zsomboly,-,3.78,352.9,43.4,,,""
62@Laci-zsomboly,-,0.19,9.2,56.6,,,""
62@Laci-zsomboly,-,0.63,115.2,-45.2,,,""
62@Laci-zsomboly,-,0.31,20.5,-64.9,,,""
62@Laci-zsomboly,63@Laci-zsomboly,3.82,353.9,43.4,1,,"belövés vp"
56@Laci-zsomboly,64@Laci-zsomboly,1.39,289.0,65.3,1,,"kötél mellett balra"
64@Laci-zsomboly,-,2.65,349.2,46.9,,,""
64@Laci-zsomboly,-,2.63,323.8,48.9,,,""
64@Laci-zsomboly,-,2.12,292.6,50.2,,,""
64@Laci-zsomboly,-,1.80,256.5,38.0,,,""
64@Laci-zsomboly,-,1.65,218.8,26.5,,,""
64@Laci-zsomboly,-,1.72,206.5,32.7,,,""
64@Laci-zsomboly,-,1.43,186.6,33.7,,,""
64@Laci-zsomboly,66@Laci-zsomboly,3.90,158.9,72.3,1,,"köteles felmászás Y mellett"
66@Laci-zsomboly,-,0.48,242.9,12.5,,,""
66@Laci-zsomboly,-,0.86,262.3,11.1,,,""
66@Laci-zsomboly,-,1.30,271.9,9.1,,,""
66@Laci-zsomboly,-,2.18,274.5,4.9,,,""
66@Laci-zsomboly,-,3.22,286.2,8.4,,,""
66@Laci-zsomboly,-,2.08,298.0,9.0,,,""
66@Laci-zsomboly,-,1.89,304.4,18.4,,,""
66@Laci-zsomboly,-,1.18,319.4,22.5,,,""
66@Laci-zsomboly,-,1.01,339.1,25.7,,,""
66@Laci-zsomboly,-,0.74,1.5,20.6,,,""
66@Laci-zsomboly,-,0.67,131.7,39.0,,,""
66@Laci-zsomboly,-,1.31,97.8,30.5,,,""
66@Laci-zsomboly,-,1.25,72.7,27.6,,,""
66@Laci-zsomboly,-,2.49,49.4,45.3,,,""
66@Laci-zsomboly,-,0.65,21.1,7.5,,,""
66@Laci-zsomboly,-,0.73,32.3,7.9,,,""
66@Laci-zsomboly,67@Laci-zsomboly,1.00,87.2,22.4,1,,"köteles felmászás"
67@Laci-zsomboly,-,2.63,358.3,10.8,,,""
67@Laci-zsomboly,-,2.79,8.2,54.4,,,""
67@Laci-zsomboly,-,1.49,17.6,42.0,,,""
67@Laci-zsomboly,-,3.09,38.5,69.4,,,""
67@Laci-zsomboly,-,2.55,153.2,79.0,,,""
67@Laci-zsomboly,-,0.37,208.4,48.8,,,""
67@Laci-zsomboly,-,0.77,261.3,28.8,,,""
67@Laci-zsomboly,-,1.32,308.2,27.0,,,""
67@Laci-zsomboly,68@Laci-zsomboly,3.12,73.5,80.8,1,,"köteles felmászás belövés vp"
66@Laci-zsomboly,69@Laci-zsomboly,2.44,282.0,3.3,-1,,"hídkötél túlfele bal fal"
69@Laci-zsomboly,-,0.75,142.2,-4.8,,,""
69@Laci-zsomboly,-,1.00,122.1,-7.6,,,""
69@Laci-zsomboly,-,2.23,113.6,-10.6,,,""
69@Laci-zsomboly,-,1.06,82.6,-2.8,,,""
69@Laci-zsomboly,-,0.55,53.0,-1.5,,,""
69@Laci-zsomboly,-,0.46,17.4,17.3,,,""
69@Laci-zsomboly,-,1.10,295.0,-9.6,,,""
69@Laci-zsomboly,-,1.63,283.4,-15.7,,,""
69@Laci-zsomboly,-,3.27,275.6,-21.0,,,""
69@Laci-zsomboly,-,0.61,315.0,-11.3,,,""
69@Laci-zsomboly,-,0.92,296.0,-15.1,,,""
69@Laci-zsomboly,-,1.41,284.4,-17.3,,,""
69@Laci-zsomboly,-,1.70,276.2,-21.1,,,""
69@Laci-zsomboly,-,3.73,272.1,-22.5,,,""
69@Laci-zsomboly,-,0.50,287.1,45.8,,,""
69@Laci-zsomboly,-,1.49,333.6,65.3,,,""
69@Laci-zsomboly,-,1.98,347.4,54.3,,,""
69@Laci-zsomboly,70@Laci-zsomboly,1.90,273.9,-23.4,-1,,""
70@Laci-zsomboly,-,0.56,76.7,14.8,,,""
70@Laci-zsomboly,-,1.11,104.8,12.5,,,""
70@Laci-zsomboly,-,0.63,123.9,12.4,,,""
70@Laci-zsomboly,-,0.24,177.4,17.4,,,""
70@Laci-zsomboly,-,0.29,230.1,22.8,,,""
70@Laci-zsomboly,-,0.37,237.6,10.2,,,""
70@Laci-zsomboly,-,0.77,258.4,13.6,,,""
70@Laci-zsomboly,-,2.08,262.9,-41.3,,,""
70@Laci-zsomboly,71@Laci-zsomboly,1.22,256.8,-11.0,-1,,""
71@Laci-zsomboly,-,0.70,41.7,8.1,,,""
71@Laci-zsomboly,-,0.95,60.5,11.6,,,""
71@Laci-zsomboly,-,1.06,33.4,34.0,,,""
71@Laci-zsomboly,-,0.56,4.7,-4.0,,,""
71@Laci-zsomboly,-,0.64,353.8,7.3,,,""
71@Laci-zsomboly,-,1.75,43.1,47.7,,,""
71@Laci-zsomboly,72@Laci-zsomboly,1.35,171.6,-70.7,-1,,""
72@Laci-zsomboly,-,0.39,147.3,-23.9,,,""
72@Laci-zsomboly,-,0.28,192.3,-14.0,,,""
72@Laci-zsomboly,-,0.42,249.4,4.7,,,""
72@Laci-zsomboly,-,0.69,262.3,13.6,,,""
72@Laci-zsomboly,-,0.20,354.5,-13.4,,,""
72@Laci-zsomboly,-,0.59,300.0,-17.3,,,""
72@Laci-zsomboly,-,0.79,287.0,-20.9,,,""
72@Laci-zsomboly,-,1.04,278.6,-25.5,,,""
72@Laci-zsomboly,-,1.49,121.8,-36.5,,,""
72@Laci-zsomboly,-,1.18,134.3,-37.9,,,""
72@Laci-zsomboly,-,0.67,104.1,-34.0,,,""
72@Laci-zsomboly,73@Laci-zsomboly,0.99,140.7,-58.6,-1,,"54es pont"
69@Laci-zsomboly,74@Laci-zsomboly,3.23,13.2,57.9,1,,"kötél híd után felfelé vp"
22@Laci-zsomboly,75@Laci-zsomboly,2.67,149.4,-71.4,1,,""
-1@Laci-zsomboly,76@Laci-zsomboly,1.15,252.5,55.0,1,,""
76@Laci-zsomboly,77@Laci-zsomboly,11.85,87.4,-13.7,1,,""
77@Laci-zsomboly,78@Laci-zsomboly,5.33,356.9,-22.8,1,,""
78@Laci-zsomboly,79@Laci-zsomboly,22.60,322.5,-5.4,1,,""
79@Laci-zsomboly,80@Laci-zsomboly,11.45,253.9,13.3,1,,""
80@Laci-zsomboly,81@Laci-zsomboly,12.63,56.4,-14.0,1,,"6os fa"
81@Laci-zsomboly,82@Laci-zsomboly,10.94,117.4,-7.6,1,,""
82@Laci-zsomboly,83@Laci-zsomboly,10.06,114.4,-2.9,1,,""
83@Laci-zsomboly,84@Laci-zsomboly,7.51,76.0,-9.6,1,,""
84@Laci-zsomboly,85@Laci-zsomboly,5.55,51.4,-8.8,1,,""
85@Laci-zsomboly,86@Laci-zsomboly,8.36,21.1,-6.7,1,,""
86@Laci-zsomboly,87@Laci-zsomboly,7.72,358.2,-2.2,1,,""
